gamma,lr,hidden_sizes,batch_size,memory_size,seed,eps_decay,steps_to_goal
0.99,1e-05,128-64,64,200000,0,1000,200
0.99,1e-05,128-64,64,200000,0,1100,200
0.99,1e-05,128-64,64,200000,0,1200,200
0.99,1e-05,128-64,64,200000,0,1300,200
0.99,1e-05,128-64,64,200000,0,1400,200
0.99,1e-05,128-64,64,200000,0,1500,200
0.99,1e-05,128-64,128,100000,0,800,200
0.99,1e-05,128-64,128,100000,0,900,200
0.99,1e-05,128-64,128,100000,0,1000,200
0.99,1e-05,128-64,128,100000,0,1100,200
0.99,1e-05,128-64,128,100000,0,1200,200
0.99,1e-05,128-64,128,100000,0,1300,200
0.99,1e-05,128-64,128,100000,0,1400,200
0.99,1e-05,128-64,128,100000,0,1500,200
0.99,1e-05,128-64,128,200000,0,800,200
0.99,1e-05,128-64,128,200000,0,900,200
0.99,1e-05,128-64,128,200000,0,1000,200
0.99,1e-05,128-64,128,200000,0,1100,200
0.99,1e-05,128-64,128,200000,0,1200,200
0.99,1e-05,128-64,128,200000,0,1300,200
0.99,1e-05,128-64,128,200000,0,1400,200
0.99,1e-05,128-64,128,200000,0,1500,200
